RSM0220,0.9800765514373779,0.9500806927680969
RSM1848,0.6951858401298523,0.7123878598213196
RSM0456,0.8565846085548401,0.8628035187721252
RSM0060,0.7377700209617615,0.7522540092468262
RSM0134,0.8351197838783264,0.8167995810508728
RSM1876,0.8705235123634338,0.8631281852722168
RSM0089,1.0026336908340454,0.9812442660331726
RSM0098,0.7958031296730042,0.7927720546722412
RSM1709,0.8990107178688049,0.8803701400756836
RSM0021,0.7971813082695007,0.8000920414924622
21000N2,0.7237697839736938,0.7316708564758301
RSM0998,0.7704291939735413,0.785703718662262
RSM0301,0.7477895617485046,0.7542678117752075
RSM0047,0.7558416128158569,0.7649970650672913
ITT,0.7543861865997314,0.7404367923736572
RSM1868,0.7565090656280518,0.7622142434120178
RSM0166,0.877720832824707,0.8655024766921997
RSM0076,0.8476545214653015,0.8425886631011963
RWY,0.7009369730949402,0.7372801899909973
RSM0848,0.664555549621582,0.7062097191810608
RSM0218,0.6459311842918396,0.659379243850708
RSM0967,0.7537188529968262,0.7611089944839478
RSM1871,0.8472529053688049,0.8445565700531006
12022N2,0.9386802911758423,0.9285296201705933
RSM0079,0.6004166603088379,0.6182894706726074
RSM0231,0.593410849571228,0.5487549901008606
RSM0083,0.8080276846885681,0.8119871020317078
RSM0094,0.5750998258590698,0.5955668091773987
RSM0112,0.9313544034957886,0.9058807492256165
RSM0868,0.7809730172157288,0.7763998508453369
RSM1886,0.7945194244384766,0.7936184406280518
RSM1289,0.7127944827079773,0.7213247418403625
RSM0244,0.7452597618103027,0.7637975215911865
RSM1532,0.9729529023170471,0.9611780643463135
RSM0068,0.9552945494651794,0.9327075481414795
RSM1885,0.9139997959136963,0.9098106026649475
RSM0104,0.7012432813644409,0.7173359394073486
RSM1618,0.7398713827133179,0.7402175068855286
RSM0061,0.6360405087471008,0.6624132394790649
RSM0337,0.875256359577179,0.8773031830787659
RSM0299,0.7526770830154419,0.7683259844779968
RSM0065,0.6087607145309448,0.6318079829216003
RSM0224,0.6896237134933472,0.7153528332710266
RSM1853,0.793503999710083,0.7972203493118286
RSM1815,0.8017726540565491,0.8003511428833008
RSM0317,0.8869183659553528,0.8678382635116577
RSM0088,0.7387599945068359,0.7464830875396729
RSM0491,0.8252229690551758,0.8190225958824158
RSM1213,0.9803987741470337,0.9724158644676208
RSM0080,0.7230350375175476,0.7431195378303528
RSM0860,0.9134059548377991,0.9018564224243164
RSM0373,0.7651879191398621,0.7761999368667603
RSM0306,0.8127508163452148,0.8148722052574158
RSM1099,0.7825704216957092,0.7794203758239746
SAS,0.7034196257591248,0.7417481541633606
RSM0097,0.8171869516372681,0.8147866725921631
RSM0010,0.6802562475204468,0.6964962482452393
RSM0788,0.5985274910926819,0.5736988186836243
RSM0420,0.7998936772346497,0.8078940510749817
RSM0052,0.7146640419960022,0.7258833050727844
RSM0492,0.9527535438537598,0.9337418079376221
RSM0854,0.8075772523880005,0.8068941831588745
RSM0814,0.6745548248291016,0.6866227388381958
RSM1864,0.8322104215621948,0.8160466551780701
RSM0011,0.7007113099098206,0.7179620862007141
RSM0158,0.7858580350875854,0.7878268957138062
RSM1854,0.9633674621582031,0.9294036626815796
RSM0064,0.7744144201278687,0.7834748029708862
RSM0280,0.7340577244758606,0.7539004683494568
RSM0246,0.6869756579399109,0.6883336305618286
RSM0181,0.6280109882354736,0.6443185210227966
RSM0221,0.8837574124336243,0.8730456829071045
RSM0500,0.7953148484230042,0.7736144065856934
RSM0108,0.7105523943901062,0.7242715954780579
RSM0240,0.8700484037399292,0.8777633905410767
RSM1544,0.9875163435935974,0.9786784052848816
RSM0321,0.8906694650650024,0.8882366418838501
RSM0430,0.908266007900238,0.891869068145752
RSM1162,0.7393945455551147,0.8049383163452148
VFI,0.7479568719863892,0.7427487373352051
19000N3,0.976686954498291,0.9615845680236816
RSM0135,0.5647519826889038,0.5901342630386353
RSM0020,0.7127113938331604,0.7204411029815674
RSM0260,0.7360526919364929,0.7496857047080994
20560N3,0.8724130392074585,0.8666975498199463
RSM0274,0.8872860670089722,0.8868800401687622
RSM0703,0.7598053812980652,0.7596144080162048
RSM0447,0.8122876286506653,0.807097315788269
RSM0150,0.7673325538635254,0.7772879004478455
RSM1042,0.7325353622436523,0.7653923034667969
RSM0292,0.7513383030891418,0.7756220698356628
RSM0043,0.8846237063407898,0.8734856247901917
13181N3,1.0264294147491455,1.0004968643188477
RSM0329,0.7833311557769775,0.7805732488632202
RSM0155,0.7837904691696167,0.7922159433364868
RSM0118,0.6692659258842468,0.6943866610527039
RSM0009,0.7089476585388184,0.725371778011322
LTL,0.7476305365562439,0.7406753301620483
RSM0237,0.7429350018501282,0.7501713633537292
RSM1889,0.8755578398704529,0.8731666803359985
RSM1831,0.8063114881515503,0.8012149930000305
RSM1440,0.7986332178115845,0.8018267154693604
RSM0122,0.7245041728019714,0.7347414493560791
RSM0229,0.8999020457267761,0.9001665711402893
RSM0644,0.6820247173309326,0.6836830377578735
RSM0138,0.591632604598999,0.6143333911895752
RSM0391,0.8084032535552979,0.8034576177597046
RSM0533,0.7004534602165222,0.724991500377655
AFR,0.7337543964385986,0.7415197491645813
RSM0740,0.9655598402023315,0.9436169862747192
RSM0304,0.9161632061004639,0.9063197374343872
RSM0495,0.7018514275550842,0.7173073291778564
RSM0225,0.7001619935035706,0.7165883183479309
RSM1751,0.777219295501709,0.7907604575157166
RSM0129,0.8209812641143799,0.820635974407196
RSM0202,0.7959794402122498,0.796685516834259
RSM0055,0.9209986925125122,0.9162725806236267
RSM0140,0.8764277100563049,0.8641892075538635
RSM0084,0.8363869786262512,0.839744508266449
RSM0154,0.7391225099563599,0.7496796250343323
RSM1511,0.9878207445144653,0.9645344018936157
RSM0025,0.8289698362350464,0.8261805176734924
RSM1572,0.8973342180252075,0.8873315453529358
RSM0136,0.4854070246219635,0.5046943426132202
AFI,0.7370812892913818,0.7409353852272034
RSM0086,0.8192816972732544,0.8153230547904968
RSM0171,0.6663811206817627,0.6818097233772278
RSM1862,0.8475971221923828,0.8345170021057129
RSM0535,1.08665132522583,1.0580530166625977
RSM1330,0.7961332201957703,0.8035449981689453
RSM0198,0.8603342175483704,0.8397390842437744
RSM1175,0.8297348022460938,0.8350403308868408
RSM0030,0.6453333497047424,0.6786405444145203
RSM0927,0.7836306691169739,0.790314793586731
RSM0113,0.7207064032554626,0.7381733059883118
RSM0268,0.7903867363929749,0.7851915955543518
RSM0424,0.8028257489204407,0.8044076561927795
RSM0114,0.7205326557159424,0.7407320737838745
RSM0012,0.7248539328575134,0.7350528240203857
RSM0254,0.6609105467796326,0.686248242855072
RSM0210,0.6415479183197021,0.6537760496139526
RSM0388,0.7351225018501282,0.7329071164131165
